timestamp,hour,day_of_week,session_duration,interactions,prev_sanity_1,prev_sanity_2,prev_sanity_3,avg_prev_sanity,stress_level,mood_factor,current_sanity
2025-07-27T20:50:07.536668,19,4,8.039727564772237,13,31.663463123632564,47.51705639454463,9.780742205107444,29.653753907761544,14.286681792194077,6.0355389179541135,34.50643777935509
2025-01-02T20:50:07.536668,1,3,46.84363293229718,11,1.2178836988795325,62.06882450076263,44.97912063828447,36.08860961264221,61.838600933308726,-4.7015203493134905,14.764589649136234
2025-03-08T20:50:07.536668,2,4,19.02999530974415,6,37.994922997881766,68.94879642093278,55.82068002524365,54.254799814686066,44.01524937396013,-15.118470606208847,11.453560706437568
2025-02-16T20:50:07.536668,14,2,41.00634331089536,7,54.17727190009511,10.806597522404488,23.43627902203139,29.47338281484366,96.95846277645586,11.005312934444582,31.28195624740522
2025-05-29T20:50:07.536668,9,5,44.18950477124287,12,65.7106424899649,103.12020182544086,55.269720804604205,74.70018837333664,58.67511656638482,18.61021229056552,85.90415758136092
2025-05-03T20:50:07.536668,12,0,10.270482510969252,6,12.48646455586966,22.664357222274045,62.7261021669034,32.625641315015706,79.01755405312056,4.238398991240455,19.476669626726114
2025-03-21T20:50:07.536668,8,3,34.827943574873345,11,46.4453575745869,41.79233382627399,73.59432689401402,53.94400609829163,63.75574713552131,15.488509703053062,51.61272423764538
2025-03-25T20:50:07.536668,4,6,23.73689516474899,13,49.283479217800966,81.29287311628012,-2.394902081794889,42.7271500840954,2.541912674409519,-15.684342920267822,29.553077117183626
2025-09-05T20:50:07.537652,6,0,10.660950631926497,7,34.214833426041594,64.87422567542454,45.75677156576747,48.28194355574453,16.122128725400444,17.18790609370292,46.798302511870936
2025-09-23T20:50:07.537652,20,5,14.146837723822433,7,43.11838917377363,65.01571771178843,43.44749633443995,50.527201073334005,90.6828441545754,-9.114710024614588,19.757051517229087
2025-01-28T20:50:07.537652,19,4,34.570174578197495,9,43.14570966946461,33.95445461556762,46.77428576667982,41.29148335057068,51.87906217433661,8.120758355807112,45.54009021535489
2025-07-17T20:50:07.537652,16,1,54.23014796812097,7,28.549363311286847,30.14827641193619,52.04695365099334,36.914864458072124,50.26790232288615,-17.940849950000427,12.99144185752555
