current_sanity,session_count,avg_duration,interaction_rate,consistency,category
96.96579329342772,49,17.7080775285692,1.4312180550033664,70.10065402345406,3
53.203568242059994,62,8.329447957368853,1.4433564269596948,74.16067934606244,2
39.35590053449196,46,12.336289242057106,0.4955113990534037,83.40555732259566,1
48.95052783896837,51,10.310876534604585,1.7766546690151246,39.44557316780355,1
10.739464980124913,44,22.485966399038336,0.48971203142625375,42.82051944280148,0
39.75464088150227,53,21.907226587946706,0.1830607272743352,28.881160462673172,1
5.252217163728057,51,56.7115117757817,0.6084473611342645,27.643031012736476,0
35.386621726136354,50,11.655013336569617,1.3395030711018034,71.97872677423338,1
74.17369023735031,58,25.591780617742906,0.5913367479864233,72.64821775929728,2
2.971087262068428,43,18.466724391948656,1.8936685526467172,24.65816286897026,0
52.595875118003555,50,9.185176705351463,1.8566546340496408,99.47512190289414,2
88.45803546660113,54,25.799665079696535,1.1184767923523966,23.59749052349176,3
88.96670997097686,53,15.310613582177417,0.8957001458614307,9.491029154726661,3
36.56556074733059,43,5.334858907736422,0.5575052445605668,9.166829784042019,1
84.21835112873437,55,13.32514441238616,1.4932842595120823,32.2101311778464,3
74.99200808786327,37,7.996811843761682,1.4691334500536626,96.97401499574315,2
65.51311839018295,55,16.974170881587014,1.5576734377563992,85.76259065935443,2
97.55954643691402,55,30.272094395054047,0.5158752268982922,87.27481144488702,3
78.1489770966938,42,31.657943158023116,1.8498598607465329,90.09668099321891,3
32.8463323830389,50,27.017590420916374,1.6143583798781795,23.28429293354214,1
79.36327369724833,39,5.864460370052506,0.9062772097143672,24.529657830326258,3
51.90860362101295,55,9.584895933126976,0.2994266909422689,18.361230339838542,2
58.19620466889277,36,8.979436842502704,1.9199674041727695,93.45700016135697,2
73.1874906282422,56,24.44368557760519,0.36030951873013484,92.63352976217676,2
80.15689095829275,51,27.442261149364576,1.8169838349358511,47.19370061164866,3
8.594565262321485,71,28.714226770418826,1.9683500120755344,29.1863361419177,0
9.938068353815577,57,16.26773672569061,1.4611986931851926,64.09242144450404,0
56.578491874935956,44,11.661227125218922,1.3111288295376426,67.98166299262677,2
17.511479594851455,54,10.619505852192095,1.1012553934432334,55.154525078983994,0
53.76295670206481,62,7.722650803149769,0.10903060358007899,51.3796024505626,2
60.56302087872113,52,5.654505569577217,1.753485237792307,44.49718003461777,2
10.606072497580431,53,19.236148818247187,0.46451063278367943,85.00791426695126,0
8.789793278660563,40,39.47862540489798,1.6449823369888041,90.89203627232094,0
70.07054203259915,52,8.343648074395809,0.22275117774642683,93.04152998121171,2
83.75526902895221,48,15.700103776478764,0.03264009821870828,1.5107743322679612,3
47.288181734003985,52,18.36368213502088,1.1862800594496634,99.6732505489116,1
0.16146124248569427,47,12.242747583033392,0.48082467122690087,43.83398779527343,0
76.77679345093705,56,6.878612207190347,1.9288698342635073,23.044510273152397,3
92.7312253573133,44,30.740461969970188,0.8120921486052552,14.751977346469303,3
9.734299817428393,44,35.388148403782445,1.4082427206636783,65.21391189543037,0
69.5737160073043,53,17.873071857192507,0.8259243652212283,15.813252822221003,2
66.60832389096537,48,24.76007554649809,0.12060494063142357,36.57118665107374,2
27.795120692502707,40,8.637730919355258,0.040634465492327854,59.63609017774911,1
51.11401424692389,77,15.417551220525839,0.33681431359845204,46.95043888377277,2
18.37889136735863,49,6.776817927943192,1.150996292669994,82.83945986083265,0
89.14521922854824,46,15.022451852693335,0.49345173580262136,55.06530038162877,3
68.8203362157896,38,26.232540081135582,0.8619324966427668,89.60197129991928,2
